name,location,rooms,area,floor,type,price
Londra etj 1- cu 2 balcoane in vila P+2- Apartament in vila,"Bucuresti, zona Capitale (Dorobanti)",3,70, 1/2,Circular,260.000
Garsoniera Titan - Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",o,42.86, 1/10,Dec.,53.065
"2 camere decomandat, imobil nou finalizat, finisaje premium, metrou Berceni","Popesti-Leordeni, zona Sud",2,57, 7/7,Dec.,69.500
"Rate la dezvoltator Bragadiru, apartamente cu 2-3-4 camere",Bragadiru,2,62, 1/5,Dec.,65.000
"Mosilor,","Bucuresti, Sector 2, zona Mosilor (Mosilor)",3,64, 4/8,Semidec.,105.000
Apartament 3 camere tip penthouse in Bragadiru,"Bragadiru, zona Central",3,120, 3/3,Dec.,129.000
2 bedrooms apartment rented *Sure Investment* - Triana Residence,"Bucuresti, zona Pipera",3,73, 3/5,Dec.,260.000
2 camere Titan - Th. Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,58.98, 3/3,Dec.,61.789
Soseaua Pantelimon 4 camere DECOMANDAT,"Bucuresti, zona Pantelimon",4,100, 9/12,Dec.,146.999
"Apartament decomandat,Iesire rapida catre Sos Oltenitei&amp;Berceni;","Popesti-Leordeni, zona Sud",2,53, 2,Dec.,53.400
FINALIZAT 2 camere Titan - Metrou 1 Decembrie 1918,"Bucuresti, zona 1 Decembrie 1918 (Titan)",2,57.98, 3/3,Dec.,75.374
Apartament 2 camere lux Sos Oltenitei la 3 minute de metrou Sudului,"Bucuresti, Sector 4, zona Oltenitei (Berceni)",2,47,Parter/10,Dec.,73.000
2 Camere | Dorobanti | Zona Centrala | Decomandat |,"Bucuresti, Sector 1, zona Dorobanţi (Dorobanti)",2,52, 8/9,Dec.,139.700
Apartament in vila etaj 1 suprafața 310 mp,"Bucuresti, Sector 1, zona Romană (Ultracentral)",12,310, 1/1,Dec.,799.000
REA1011374 UP BOUTIQUE - Proiect nou,"Bucuresti, Sector 1, zona Pipera",2,68.9, 3/4,Dec.,120.000
"TVA 5%, Incalzire in Pardoseala, Terasa 29 mp, Liviu Rebreanu 5 min","Bucuresti, Sector 3, zona Liviu Rebreanu (Titan)",3,109.4, 1/11,Dec.,115.000
Dezvoltator GHICA APARTMENTS - Apartament 2 Camere | Finalizare Imediata,"Bucuresti, Sector 2, zona Obor (Colentina)",2,45.1, 1/5,Dec.,73.500
Olympia Residence | Mansarda Inalta | Comision 0% | Otopeni-Marin Sorescu,"Otopeni, zona Odăi",3,87,Mansarda/2,Semidec.,102.000
REA1011369 UP BOUTIQUE - Proiect nou,"Bucuresti, Sector 1, zona Pipera",2,67.3, 2/4,Dec.,122.000
"2 camere,parcare , Scandinavia Residence, Strada Coralului, Bragadiru,",Bragadiru,2,50.91, 1/4,Dec.,71.000
Apartament 3 camere -  Titan / Liviu Rebreanu / Metrou Titan,"Bucuresti, zona Titan",3,113.71, 4/12,Dec.,142.643
Apartament Superb 3 Camere Zona Timpuri Noi/Mircea Voda,"Bucuresti, Sector 3, zona Timpuri Noi (Tineretului)",3,78, 2/8,Dec.,186.000
Dezvoltator Apartament 2 camere pe malul lacului Straulesti,"Bucuresti, Sector 1, zona Sisesti (Baneasa)",2,51.35,Parter/3,Dec.,103.500
"Apartament 2 camere, finalizat, metrou Berceni","Popesti-Leordeni, zona Central",2,48, 1/5,Dec.,59.000
"2 camere de Vanzare, Ghencea, 13 Septembre, Renovat, Comision 0%","Bucuresti, Sector 6, zona 13 Septembrie",2,52, 4/8,Dec.,80.000
INVESTITIE!! Apartament 2 camere - 1 Mai - Domenii,"Bucuresti, zona Domenii (1 Mai)",2,49, 7/7,Semidec.,74.000
Mutare Martie- Ideal Investitie,"Bucuresti, Sector 4, zona Berceni",o,41, 2/6,Dec.,39.000
"Apartament nou 3 camere JW Marriott - Unirii, finisaje premium","Bucuresti, zona Unirii",3,87, 2/5,Dec.,171.000
Rezidential Herastrau Parkview Parcare Subterana Centrala Proprie Mobilat Utilat,"Bucuresti, zona Herăstrău (Herastrau)",2,69, 2/7,Dec.,215.000
Apartament NOU | De vanzare | 2 camere | PIPERA,"Bucuresti, zona Pipera",2,61.29, 1/4,Dec.,119.700
COD E20109 - Apartament 2 camere Aviatiei Park,"Bucuresti, zona Aviaţiei (Aviatiei)",2,45, 1/4,Dec.,160.000
Apartament 3 camere Metrou Gorjului Militari Lujerului Veteranilor,"Bucuresti, Sector 6, zona Gorjului (Militari)",3,70, 9/10,Dec.,115.000
2 camere DECOMANDAT- Vedere PANORAMICA - Mutare Imediata,"Bucuresti, Sector 6, zona Lujerului (Militari)",2,58.6, 10/11,Semidec.,121.000
3 CAMERE 5/9 BLOC NOU LUX VEDERE SUPERBA CATRE DELTA VACAESTI ORIENTARE EST,"Bucuresti, zona Văcăresti (Tineretului)",3,67, 5/9,Dec.,154.900
"Atrium Suite - Lux, terasa spatioasa, finisaje top, loc parcare, Kiseleff","Bucuresti, zona Kiseleff",3,112.31,Parter/5,Dec.,650.000
FINALIZAT Garsoniera Titan - Theodor Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",o,37.6, 3,Dec.,48.316
Dezvoltator Garsoniera | HERCESA,"Bucuresti, Sector 2, zona Basarabia (Titan)",o,41.75, 3/11,Dec.,75.700
Dezvoltator The Level Apartments | 2 camere (1A) | Pta Presei-Straulesti | Terasa mare,"Bucuresti, Sector 1, zona P-ta Presei Libere (Kiseleff)",2,45.83, 4/7,Dec.,107.462
BERCENI - Apartament 2 cam - STUDIO - Mobilat|Utilat,"Popesti-Leordeni, zona Sud",2,44, 4/6,Semidec.,64.900
Apartament 3 camere zona Tei,"Bucuresti, zona Tei",3,50, 9/10,Semidec.,62.000
Dezvoltator Decomandat [Metrou Nicolae Teclu] [Vedere libera][Terasa acoperita]Mutare rapida,"Bucuresti, Sector 3, zona Theodor Pallady (Titan)",2,72, 7/8,Dec.,77.000
`Apartament 2 camere + loc de parcare in Onix Park North Residence,"Bucuresti, Sector 1, zona Pipera",2,50.94, 2,Dec.,102.000
"Pallady, 2 camere, decomandat, langa magazine si parc","Bucuresti, zona Titan",2,61, 3/5,Dec.,66.963
"Apartament lângă parcul Cișmigiu renovat,bloc din 1981 cu centrala proprie","Bucuresti, zona Cismigiu (Ultracentral)",2,53, 3,Dec.,155.000
Apartament 2 camere NOU Chitila | Mezes,"Bucuresti, zona Chitila (Bucurestii Noi)",2,45.51, 5/5,Semidec.,90.000
Apartament 2 camere_86 mp!,"Bucuresti, zona Liviu Rebreanu (Titan)",2,86.17, 2/11,Dec.,90.000
"#METROU, Apartament cu 3 camere decomandat | Imobil FINALIZAT",Popesti-Leordeni,3,67.5, 1/3,Dec.,87.500
REA1012958 3 camere bloc nou Tineretului - Unirii,"Bucuresti, Sector 4, zona P-ţa Unirii (Unirii)",3,68, 1/3,Dec.,200.000
REA1010287 Penthouse Unic Asmita Gardens - Terasa 209 mp,"Bucuresti, Sector 4, zona Tineretului",5,301, 25/25,Semidec.,1.000.000
Apartament 2 Camere Decomandat Finalizat Comision 0%,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,58, 7/8,Dec.,71.500
Apartament 3 camere Vitan Mall,"Bucuresti, zona Vitan Mall (Vitan)",3,105, 2/11,Dec.,190.000
Apartament 3 Camere | Pajura | Centrala Proprie | Mobilat/Utilat,"Bucuresti, zona Pajura (Bucurestii Noi)",3,70,Parter/9,Semidec.,122.000
REA1013469 3 camere 105 mp bloc 2011 Mall Vitan,"Bucuresti, Sector 3, zona Vitan Mall (Vitan)",3,105, 2/11,Dec.,189.990
REA1011670 COSMOPOLIS 3 camere 75 mp utili vedere piscina,Ştefănestii de Jos,3,75, 5/6,Dec.,135.000
REA1012553 Apartament 3  camere Iancului langa Metrou,"Bucuresti, Sector 2, zona Iancului",3,58, 5/10,Dec.,76.000
Garsoniera Gata de Mutare Bloc Nou Bd.Metalurgiei DIRECT DEZVOLTATOR,"Bucuresti, zona Brancoveanu (Berceni)",o,40, 1/4,Dec.,43.500
Vanzare apartament 3 camere situat pe bld  Iuliu Maniu langa Bingo,"Bucuresti, zona Militari",3,89, 2/11,Dec.,196.900
"Atomistilor, bloc nou de vanzare garsoniera finisata premium, terasa 6 mp!","Măgurele, zona Central",o,45, 2/3,Dec.,49.000
VANZARE | Garsoniera | Bloc mixt | Metrou Piata Muncii | Bloc reabilitat,"Bucuresti, Sector 3, zona Decebal",o,35, 4/4,Dec.,70.000
Finisat premium Porcelanosa &amp; Parchet stratificat | Ansamblu Nou | 2' Metrou,"Bucuresti, Sector 6, zona Lacul Morii (Militari)",2,56.35, 1/10,Dec.,106.600
Apartament trei camere Sos. Pantelimon,"Bucuresti, Sector 2, zona Pantelimon",3,61, 2/10, 2/10,85.000
"Titan, Garsoniera, renovata, centrala termica, 44.000 euro","Bucuresti, zona Titan",o,32, 7/10,Dec.,44.000
"Apartament de 2 camere, 62 mp, in zona Baneasa","Bucuresti, zona Băneasa (Baneasa)",2,57, 1/4,Semidec.,139.500
"Proprietar, Ap.in finalizare, 2 camere mari, bucatarie inchisa, etajul 2, 10 min","Bucuresti, zona Theodor Pallady (Titan)",2,69.48, 2/10,Dec.,86.850
Dezvoltator Apartament 3 camere pe malul lacului Straulesti,"Bucuresti, Sector 1, zona Sisesti (Baneasa)",3,94.64,Parter/3,Dec.,212.500
COD E20431 - Apartament 2 camere Nerva Traian,"Bucuresti, zona Nerva Traian (Unirii)",2,55, 5/8,Dec.,129.000
Duplex de 4 camere Herastrau INVESTITIE | PARK AVENUE 96 | COMISION 0%,"Bucuresti, zona Herastrau",4,121.22, 1/4,Dec.,379.900
"Apartament doua camere, Sector 4","Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,37, 4/4, 4/4,50.000
Apartament cu 2 camere de vanzare in Onix Park,"Bucuresti, zona Pipera",2,51, 6/11,Dec.,99.000
Ap. 2 cam finalizat/ metrou Nicolae Teclu!,"Bucuresti, zona Theodor Pallady (Titan)",2,54, 2/4,Dec.,70.000
"APARTAMENT 2 CAMERE, TITAN AUCHAN, ET 1, Bl 2010, LOC PARCARE SUBTERAN SI BOXA I","Bucuresti, zona Titan",2,55, 1/14,Semidec.,99.900
"Apartament 2 camere mobilat/utilat,  complex Diamond Residence Pipera","Voluntari, zona Exterior Vest",2,72, 5/7,Dec.,165.000
2 camere OPEN SPACE- Vedere PANORAMICA - Mutare Imediata,"Bucuresti, Sector 6, zona Lujerului (Militari)",2,58.24, 4/11,Semidec.,111.500
Apartament 3 camere mobilat &amp; utilat - Bloc NOU - Eminescu - Parcare subterana,"Bucuresti, Sector 2, zona Dorobanţi (Dorobanti)",3,75, 5/8,Semidec.,300.000
Vanzare apartament 2 camere Win Herastrau,"Bucuresti, zona Herastrau",2,54, 1/4,Semidec.,191.000
Apartament doua camere-Militari Residence-Comision 0%,"Bucuresti, Sector 6, zona Militari",2,37, 2/6,Semidec.,43.000
Vanzare apartament 3 camere Calea Calarasilor,"Bucuresti, zona Calea Călărasilor (Calea Calarasilor)",3,78, 5/8,Dec.,167.500
Apartament 3 Camere Bloc Finalizat Comision 0% Lux Pipera,"Bucuresti, zona Pipera",3,87.62, 2/5,Dec.,145.010
DRUMUL TABEREI \ PLAZA \ MOGHIOROS,"Bucuresti, Sector 6, zona Drumul Taberei",4,90, 3/4,Semidec.,120.000
Bucurestii Noi Pajura apartament 2 camere bloc anvelopat,"Bucuresti, zona Bucurestii Noi (Bucurestii Noi)",2,46,Parter/4,Semidec.,61.500
Apartament 3 camere de vanzare | Titan | 10min Metrou 1 Decembrie,"Bucuresti, zona 1 Decembrie 1918 (Titan)",3,63.98, 8/10,Semidec.,87.500
Proprietar vând Apartament 3 camere Crangasi sau schimb cu garsonieră cf 1 + dif,"Bucuresti, zona Crângasi (Crangasi)",3,68, 4/10,Semidec.,103.000
"Garsoniera de lux,zona Grand Arena,avans minim 5%,finalizare imediata","Bucuresti, Sector 4, zona Berceni",o,35, 1/4,Dec.,40.900
Apartament 3 camere | Rin Grand - Confort Park Vitan | Terasa Spaţioasă | 2 bai,"Bucuresti, zona Vitan-Bârzesti (Berceni)",3,96, 11/11,Dec.,127.900
Apartament 3 camere / 74mp / Mutare imediata / Luica Brancoveanu,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",3,74, 6/8,Dec.,90.500
"Apartament doua camere , Sector 6","Bucuresti, Sector 6, zona Lujerului (Militari)",2,53, 4/8, 4/8,85.000
"Apartament 3 camere pe Aleea Emil Botta, Unirii.","Bucuresti, zona Unirii",3,72, 4/8,Dec.,150.000
De vanzare apartament 2 camere in Rasarit de Soare,"Bucuresti, zona Titan",2,44.64, 10/11,Dec.,67.000
2 CAMERE STIRBEI VODA / CISMIGIU / IMOBIL NOU,"Bucuresti, Sector 1, zona Cismigiu (Ultracentral)",2,62, 6/8,Dec.,129.500
"Apartament 3 Camere, Finisaje Lux, Predare Imediata","Bucuresti, Sector 4, zona Brancoveanu (Berceni)",3,97,Parter/7,Dec.,145.000
2 camere Titan - Theodor Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,56.24,Parter/5,Dec.,58.285
Promo | Garsoniera spatioasa | Mall Grand Arena | Mutare imediata,"Bucuresti, zona Berceni",o,37, 2/4,Dec.,43.900
COD E16193 - APARTAMENT 3 CAMERE - RENOVAT 2021 - BUCURESTII NOI,"Bucuresti, zona Bucurestii Noi (Bucurestii Noi)",3,88, 4/4,Dec.,193.000
"Berceni-Drumul Gazarului, parter, 33 mp, libera","Bucuresti, zona Berceni",o,33,Parter/8,Dec.,37.000
Vanzari Apartamente 3 camere SEMICENTRAL STEFAN CEL MARE,"Bucuresti, Sector 2, zona Ştefan cel Mare (Stefan Cel Mare)",3,62, 10/10,Dec.,78.000
COD E20174 - Apartament 2 camere Titan-Parcul IOR,"Bucuresti, zona Titan",2,50, 8/8,Dec.,67.000
"Apartament 2 camere, finisaje de top, Win Herastrau","Bucuresti, zona Herăstrău (Herastrau)",2,60, 3/5,Semidec.,180.460
Vanzare apartament  5 camere Herastrau- Baneasa,"Bucuresti, zona Băneasa (Baneasa)",5,147, 7/9, 7/9,400.000
RAHOVA BLOC REABILITAT AP 2 CAM,"Bucuresti, Sector 5, zona Rahova",2,52, 1/8,Dec.,70.000
Apartament de vânzare 2 camere,"Bucuresti, Sector 1, zona Sala Palatului (Ultracentral)",2,48, 7/9,Semidec.,85.000
Apartament Drumul Taberei - Favorit - Sibiu,"Bucuresti, Sector 6, zona Drumul Taberei",3,62, 10/10,Circular,69.500
"Vatra Luminoasa - Apartament 3 camere, 64 mp, amenajat, mobilat!","Bucuresti, Sector 2, zona Vatra Luminoasă (Vatra Luminoasa)",3,60.59, 8/9,Semidec.,105.000
"Dezvoltator AP. 2 CAMERE, BUCATARIE INCHISA, LIFT, BLOC NOU, COMIS 0%","Bucuresti, Sector 2, zona Colentina",2,57, 4/8,Dec.,106.900
Apartament 3 camere MOBILAT + Parcare Subterana/ zona Iancu Nicolae,"Bucuresti, zona Pipera",3,100, 2/5,Dec.,187.499
Serenity Duplex | Penthouse 5 camere Herastrau Nordului | 2 parcari si boxa,"Bucuresti, zona Şoseaua Nordului (Herastrau)",5,192, 3/4,Semidec.,580.000
REA1010156 COSMOPOLIS 2 camere 52 mp faza 2,Ştefănestii de Jos,2,52, 8/10,Semidec.,77.000
Apartament 2 camere la pret de garsoniera langa metrou Aparatorii Patriei,"Bucuresti, Sector 4, zona Berceni",2,40, 1/6,Dec.,47.400
APARTAMENT SUPERB COMPLET RENOVAT SI MOBILAT IN IMOBIL FARA RISC SEISMIC,"Bucuresti, Sector 2, zona Universitate (Ultracentral)",4,90, 1/3,Semidec.,224.900
3 camere | 2 bai | metrou 1 Decembire 1918  la 10 minute | Direct Propietar,"Bucuresti, zona Theodor Pallady (Titan)",3,73.42, 10/10,Semidec.,76.500
Dezvoltator ELA COTROCENI | 3 CAMERE TIP 3A,"Bucuresti, Sector 5, zona 13 Septembrie",3,90.57, 2/11,Dec.,167.300
OFERTA-Apartament NOU 2 Camere- 46.000 EUR-Comision 0,"Bragadiru, zona Exterior Vest",2,37.6, 2/2,Dec.,46.000
Apartament 2 Camere - Mobilat/Utilat - Lux - La Cheie,"Popesti-Leordeni, zona Sud",2,52, 2/2,Dec.,62.000
"Bloc nou, 69 mp, decomandat, parcare si boxa optional. Comision 0%","Bucuresti, zona Colentina",2,59, 2/7,Dec.,98.000
apartament 3 camee decomandat in spatele spitalului Obreja,"Bucuresti, Sector 4, zona Berceni",3,65,Parter/4,Dec.,80.000
Apartament 4 camere Titulescu - Piata Victoriei,"Bucuresti, zona Victoriei (Ultracentral)",4,66, 4/10,Dec.,135.000
"Apartament 3 camere mobilat/utilat, parcare inclusa, Aviatiei Park","Bucuresti, zona Aviaţiei (Aviatiei)",3,65, 4/10,Semidec.,258.000
Vanzare 2 camere Alexandru Obregia,"Bucuresti, zona Berceni",2,40, 4/10,Semidec.,65.000
2 camere Titan - Theodor Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,56.24,Parter/5,Dec.,58.285
0% | Apartament 2 camere cu balcon panoramic | ET. 18 | Asmita Gardens,"Bucuresti, zona Mihai Bravu",2,55.29, 18/25, 18/25,158.200
Apartament spatios-direct propietar- vedere spre Delta Vacaresti,"Bucuresti, zona Vitan-Bârzesti (Berceni)",3,85, 8/14,Dec.,125.000
"Apartament de 2 camere, 45 mp, semidecomandat, Baba Novac","Bucuresti, zona Mihai Bravu",2,45, 7/8,Semidec.,76.000
"Zero comision, apartament 3 camere, 99mp, Foisorul de Foc, 12' metrou","Bucuresti, zona Foisorul de Foc (Ferdinand)",3,99, 3/4,Semidec.,159.500
"Primaverii apartament exceptional, 200mp, garaj, paza, bloc nou","Bucuresti, Sector 1, zona Primăverii (Dorobanti)",4,190, 1/7,Dec.,875.000
#Metrou BERCENI - Apartement 2 camere MOBILAT/UTILAT || Disponibil IMEDIAT,"Bucuresti, Sector 4, zona Berceni",2,56, 2/4,Dec.,74.900
Dezvoltator 3 CAMERE SI CURTE  UTILAT SI MOBILAT LA CHEIE,"Bucuresti, zona Alexandriei (Rahova)",3,69,Parter/2,Dec.,85.000
langa Stejarii Country Club ultimele 2 apartamente,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",2,70, 1/6,Semidec.,249.000
COD E20172 - 3 CAMERE-TEIUS-LIDL-SOSEAUA ALEXANDRIEI-BLOC REABILITAT,"Bucuresti, zona Alexandriei (Rahova)",3,61.5, 3/4,Dec.,72.890
"Garsoniera, 21 mp, renovata, mobilata, zona Titan-Trapezului","Bucuresti, zona Theodor Pallady (Titan)",o,21, 3/4,Semidec.,35.000
Apart nou 3 cam | Arcadia Domenii | mobilat utilat | loc parcare | comision 0%,"Bucuresti, zona Domenii (1 Mai)",3,76, 3/7,Dec.,229.000
Vanzare apartament 4 camere M.Basarab-Pipera| Mobilat&amp;Utilat; - Parcare Subterana,Voluntari,4,127, 1/6,Semidec.,225.000
Apartament 2 camere strada Maramures | Parcul Unirii | Parcare subterana |,"Otopeni, zona Central",2,52, 1,Dec.,79.000
Apartament 2 camere The Suburb Buftea,"Buftea, zona Nord",2,57.37, 1/4,Dec.,72.760
REA1006673 Duplex superb 4 camere Herastrau cu terasa si gradina,"Bucuresti, Sector 1, zona Herăstrău (Herastrau)",4,152.87,Parter/5,Dec.,570.000
Apartament 2 camere Novum Residence,"Bucuresti, zona Uverturii (Militari)",2,60, 5/11,Dec.,105.000
(AP.14/1) 2 camere Titan - Theodor Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,76.41, 1/5,Dec.,80.000
Apartament 2 camere cu terasa 100mp Dristor,"Bucuresti, zona Dristor",2,63, 5/5,Dec.,137.000
Comision 0% 2 Camere Decomandate 9 Minute Metrou Dimitrie Leonida,"Bucuresti, Sector 4, zona Berceni",2,64, 1/3,Dec.,77.500
APARTAMENT 4 CAMERE SUPERB BLOC NOU 2021 CENTRALA TERMICA LUX,"Bucuresti, zona Tineretului",4,92, 8/10,Dec.,199.900
"4 camere, decomandat, in bloc de 4 etaje.Amtiaeriana colt cu Leresti","Bucuresti, Sector 5, zona Antiaeriană (Rahova)",4,81, 4/4,Dec.,76.000
"Apartament 2 camere Titan, Parc Titanii","Bucuresti, zona Titan",2,43, 1/10,Dec.,71.000
Apartament 2 camere- finalizat  -10 min- metrou N.Teclu-Pallady,"Bucuresti, zona Theodor Pallady (Titan)",2,51.95, 5/7,Dec.,68.476
Dezvoltator GHICA APARTMENTS - Apartament 2 Camere | Ideal Investitie,"Bucuresti, Sector 2, zona Obor (Colentina)",2,57.35, 1/5,Dec.,93.500
Apartament generos (106 mp utili)  3 camere complet mobilat si utilat,"Bucuresti, Sector 1, zona Bucurestii Noi",3,97, 3/3,Dec.,176.000
Apartament de LUX | Floreasca Residence,"Bucuresti, Sector 1, zona Floreasca",2,98,Parter,Dec.,199.999
FINALIZAT Garsoniera Titan - Metrou 1 Decembrie 1918,"Bucuresti, zona 1 Decembrie 1918 (Titan)",o,37.48,Parter/3,Dec.,48.424
Giulesti Stadion Prunaru 70mp Et.6 Bloc Reabilitat 2Balcoane Vedere Mixta,"Bucuresti, zona Giulesti (Giulesti)",3,70, 6/8,Semidec.,70.000
Apartament 3 camere cu gradina_Sos.Oltenitei-Lidl_garaj_Rezidential,"Bucuresti, Sector 4, zona Berceni",3,77,Parter/4,Dec.,128.000
Doamna Ghica Plaza,"Bucuresti, Sector 2, zona Doamna Ghica (Colentina)",o,42, 1/4,Dec.,65.000
Drumul TABEREI - Parc Moghioros - Lovinescu,"Bucuresti, Sector 6, zona Drumul Taberei",2,49, 6/10,Semidec.,59.500
Finalizat - PREMIUM - 2 camere - bd. Brancoveanu,"Bucuresti, Sector 4, zona Brâncoveanu (Berceni)",2,60, 2/6,Dec.,71.500
"Colentina,Brasoveni,Teiul Doamnei DECOMANDAT etaj.4/8 Mobilat si Renovat!","Bucuresti, Sector 2, zona Colentina",2,57, 4/8,Dec.,74.000
Apartament 2 camere Nusco City,"Bucuresti, zona Aviatiei",2,47, 4/7,Dec.,155.000
"Apartament 2 camere cu view si vedere panoramica peste Bucuresti, Asmita Gardens","Bucuresti, zona Mihai Bravu",2,80, 18/25,Dec.,155.000
Kalinka Residence | Penthouse de LUX vedere panoramica Kiseleff,"Bucuresti, zona Kiseleff",5,191.97, 5/5,Dec.,1.300.000
DOROBANTI-ACASA!,"Bucuresti, Sector 1, zona Dorobanţi (Dorobanti)",2,50, 10/11,Semidec.,105.000
Apartament 2 Camere 61MP Utili Gata de Mutare Metrou Berceni,"Bucuresti, zona Berceni",2,61, 5/6,Dec.,59.900
Rezidential Rasarit de Soare Centrala Imobil Parcare Subterana Mobilat Utilat,"Bucuresti, zona Titan",3,82, 9/11,Semidec.,115.000
"Apartament 3 camere 102 mp MOBILAT, str Sperantei, stradal!","Bragadiru, zona Haliu",3,102, 3/5,Dec.,125.000
3 Camere | Apartament |,"Bucuresti, zona Berceni",3,64,Parter,Dec.,95.000
Dezvoltator Garsoniera cu vedere la parc| Park View Titan| Incalzire in pardoseala,"Bucuresti, Sector 3, zona Titan",o,39, 1/5,Dec.,53.000
Apartamente cu rate la dezvoltator pe 30 ani!!!!!,Bragadiru,2,62, 1,Dec.,65.000
COD E20149 - Apartament de Lux Aviatiei 3 camere,"Bucuresti, zona Aviatiei",3,67, 2/7,Dec.,289.000
2 camere  Titan - Th. Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",2,59.57, 3/3,Dec.,62.407
"Direct Dezvoltator - Langa Parcul Teilor si Auchan Titan, decomandat","Bucuresti, zona Titan",2,59.57, 1/3,Dec.,71.484
"Vanzare apartament 2 camere Bloc 2022 -  Unirii Fantani, Bucuresti","Bucuresti, zona P-ţa Unirii (Unirii)",2,96, 3/4,Dec.,259.000
Cod P17998 - 3 Camere Doamna Ghica Plaza,"Bucuresti, zona Doamna Ghica (Colentina)",3,74, 16/16,Dec.,139.900
Apartament 3 camere de lux de vanzare Floreasca,"Bucuresti, Sector 1, zona Floreasca",3,134, 3/4,Semidec.,495.000
Luxury apartament | 3 rooms | Lighthouse Residence,"Bucuresti, zona Herăstrău (Herastrau)",3,104, 2/4,Dec.,649.000
Vanzare Apartament 2 camere Drumul Taberei,"Bucuresti, Sector 6, zona Drumul Taberei",2,51, 4/10,Dec.,90.000
"Best Deal, Apartament cu 3 camere  Floreasca, Loc de parcare inclus","Bucuresti, zona Barbu Văcărescu (Floreasca)",3,95.54, 8/10,Dec.,285.000
Apartament 2 camere 60 mp bucatarie inchisa Dezvoltator,"Bucuresti, zona Brâncoveanu (Berceni)",2,60, 1/7,Dec.,72.770
"De vanzare 2 camere cu terasa superba de 20 mp, imobil 2022 - Liviu Rebreanu","Bucuresti, zona Liviu Rebreanu (Titan)",2,46.34,Mansarda/2,Dec.,125.000
Titan Pallady Metrou Teclu Ansamblu Premium Calitate,"Bucuresti, zona Titan",2,58, 2/4,Dec.,71.500
FINALIZAT Garsoniera Titan - Theodor Pallady - Metrou Teclu,"Bucuresti, zona Theodor Pallady (Titan)",o,36.73, 3,Dec.,47.224
COD E20278 - Apartament 3 camere-Mobilat-Utilat-Zona Pantelimon,"Bucuresti, zona Pantelimon",3,65.52, 2/10,Dec.,99.000
"Garsoniera Tineretului situata la intrarea in parc, et.8 view superb","Bucuresti, zona Brâncoveanu (Berceni)",o,44, 8/11,Dec.,115.000
2 camere Aviatiei Parter,"Bucuresti, zona Aviatiei",2,50,Parter/4,Semidec.,98.500
"2 camere, centrala,  3 minute metrou Lujerului, semistradal","Bucuresti, Sector 6, zona Lujerului (Militari)",2,58,Parter/4,Dec.,75.000
Apartament 2 camere parter cu gradina | strada Maramures | Finalizat,"Otopeni, zona Central",2,46,Parter/3,Dec.,80.000
2 camere Nou Finalizat 10 min metrou Berceni Noua Casa,"Bucuresti, zona Berceni",2,58, 6/7,Dec.,69.500
